Name,Total
André Ferreira,199.0
A. Ribera,275.0
Assis,209.0
G. Hernández,283.0
J. Pineda,300.0
M. Donoso,219.0
L. Zander,283.0
Curro Sánchez,273.0
Santamaría,205.0
Z. Dedič,282.0
C. Vargas,190.0
Akieme,281.0
Tete Morente,301.0
Shin Hyung Min,260.0
N. Yennaris,301.0
P. van Ooijen,256.0
G. Cvijanović,256.0
T. Taguchi,293.0
M. Saunier,208.0
L. Parunashvili,247.0
R. Acquafresca,268.0
C. Tabó,291.0
Claytisco Branco,247.0
S. Nijland,248.0
J. Guthrie,234.0
J. Fernández,272.0
R. Crivello,270.0
T. Ayasse,234.0
D. Zúñiga,273.0
L. Załuska,208.0
R. Vasilev,247.0
M. Schmerböck,295.0
Y. Abe,219.0
J. Ruiz,257.0
M. Bravo,280.0
Augusto,266.0
A. Maxsø,212.0
D. Vergara,292.0
Park Dong Jin,262.0
A. Maksimenko,146.0
M. Vrushaj,276.0
L. Garbutt,270.0
G. Munari,204.0
C. Burke,265.0
Rudy,292.0
S. Knežević,207.0
M. Heider,262.0
L. Gutiérrez,261.0
J. Alnwick,206.0
S. O'Donnell,283.0
S. Edera,261.0
A. Arellano,274.0
G. Hupperts,294.0
L. Isgrove,316.0
M. Lampson,189.0
R. Di Gennaro,186.0
Melvin Regalito,252.0
L. Akins,288.0
J. Valencia,276.0
L. Ayçiçek,289.0
E. Albín,279.0
M. Troiano,247.0
F. Escobar,279.0
N. Linares,256.0
J. Ávila,159.0
Nuno Valente,283.0
R. Baku,301.0
Samu,302.0
D. Vicencio,228.0
C. Shields,222.0
Choi Sung Keun,277.0
O. Sow,286.0
L. Orejuela,293.0
S. Leuko,283.0
D. Goutas,233.0
Wilsson Rosito,285.0
D. Rigo,251.0
A. Bastoni,205.0
S. Eastwood,229.0
T. Boyd,224.0
F. Nájera,192.0
Jairo,300.0
D. Milinković,298.0
F. Ayé,289.0
J. Vachoux,191.0
N. Bajrami,283.0
P. Mandanda,215.0
M. Đurić,207.0
Éverton Luiz,246.0
Puertas,276.0
J. Duverne,251.0
G. Dicker,259.0
G. Massey,303.0
N. Stefanelli,324.0
J. Andrada,227.0
R. Zhemaletdinov,297.0
L. Sercombe,276.0
D. De Belder,278.0
J. Kubicki,285.0
J. Rasmussen,253.0
Y. Ramadani,250.0
E. Akichi,280.0
C. Chiricò,305.0
H. Sacko,328.0
Chris Farminhão,215.0
D. Keita-Ruel,281.0
P. Zulu,281.0
H. Bahebri,298.0
C. Arias,275.0
Jeong Woo Jae,280.0
W. Dammers,262.0
K. Kotsaris,226.0
M. Poletanović,231.0
J. Hopcutt,295.0
P. Małecki,289.0
B. Mitrev,130.0
Qin Sheng,251.0
Marco Soares,253.0
Romário,297.0
Pedro Trigueira,207.0
A. Hrustić,283.0
U. Segura,267.0
J. Billong,213.0
L. Arias,291.0
K. Arkivuo,290.0
S. Palombi,264.0
G. Maggiore,243.0
M. Konrad,240.0
Zheng Long,292.0
A. Lazaar,268.0
J. Donachie,241.0
J. Bizama,275.0
A. Rossi,250.0
Nolaskoain,260.0
H. Singh,241.0
João Carlos,230.0
J. Nation,226.0
S. Kulovits,245.0
T. Grøgaard,290.0
R. Williams,308.0
F. Miguel,265.0
M. Bukata,288.0
K. Broll,125.0
M. Jiménez,202.0
K. Nagai,333.0
C. Philipps,241.0
M. Sadler,243.0
F. Centonze,282.0
J. Ligali,190.0
A. Sánchez,132.0
A. Nalini,265.0
Zheng Zheng,280.0
Héctor Rodas,211.0
D. Høegh,213.0
C. Martschinko,306.0
F. Micolta,308.0
J. Piotrowski,263.0
M. Carretta,330.0
J. Skalák,273.0
L. Lindsay,197.0
V. Hoff,274.0
M. Zaccagni,240.0
R. Vera,167.0
J. Riedel,285.0
T. Yalçıner,260.0
B. De Alba,305.0
A. Nouri,284.0
C. Gartner,271.0
T. Geyer,266.0
L. Domínguez,217.0
Naldo,226.0
L. Kelly,288.0
S. Whalley,327.0
K. Anzai,303.0
C. Pontius,262.0
E. Zavaleta,237.0
G. O'Neil,232.0
G. Loovens,154.0
A. González,260.0
Luís Cortez,274.0
M. Hernández,164.0
C. Donaldson,259.0
D. Mendiseca,261.0
S. Cronin,242.0
J. Taylor,322.0
R. Hall,311.0
S. Gbohouo,187.0
N. Yeri,290.0
M. Pinato,285.0
M. Johnson,315.0
D. Wouters,217.0
J. Campuzano,282.0
Z. Valentin,255.0
L. Néry,273.0
J. Iglesias,267.0
M. El Hamdaoui,250.0
Welson Leima,221.0
M. Little,305.0
B. Lennon,279.0
N. Mitrović,224.0
Serginho,170.0
R. Buess,307.0
A. Al Sahabi,264.0
Y. El Jebli,265.0
C. Durkin,235.0
P. Bengtsson,281.0
F. Kamberi,270.0
D. Irandust,272.0
L. Nomenjanahary,296.0
D. Steres,224.0
G. Donyoh,319.0
Castro,292.0
F. Troyansky,274.0
D. Koppers,272.0
M. Moscati,280.0
J. Roa,254.0
Lu Wenjun,283.0
F. Crivelli,221.0
J. Amoroso,288.0
A. Barillà,316.0
K. Agard,321.0
Y. Boli,314.0
Borja Viguera,258.0
A. Masika,323.0
S. Kroon,322.0
A. Al Hafith,236.0
J. Gradit,261.0
L. Boeder,262.0
T. Pochettino,243.0
A. Robic,274.0
E. Nazaryna,264.0
J. Cascante,217.0
A. Ibrahim,266.0
F. Ulvestad,268.0
C. Çavlan,291.0
F. Ben Youssef,250.0
M. Pučko,285.0
C. Gönen,199.0
S. Moore,220.0
L. Taylor,310.0
M. de Leeuw,240.0
A. Ngamukol,318.0
F. Brandán,322.0
Zubiaurre,157.0
S. Quinn,282.0
S. Bertram,291.0
Z. Korcsmár,238.0
Camacho,182.0
D. Sorgić,245.0
P. Mortensen,234.0
Tekio,249.0
P. Ofosu-Ayeh,307.0
M. Bíttolo,276.0
B. Djiby Fall,241.0
D. Cardoso,234.0
J. Demetriou,283.0
Ilhamjan Iminjan,285.0
M. Ritzmaier,283.0
C. Dell'Orco,255.0
H. Shala,289.0
R. Williams,214.0
S. Molina,288.0
J. Ángulo,278.0
F. Guichón,270.0
G. Tormin,295.0
R. Noya,197.0
L. Clemenza,260.0
Paik Seung Ho,262.0
L. Wolsztyński,268.0
P. Göbel,284.0
A. Gouiri,276.0
S. Bruzzese,189.0
M. Njie,314.0
S. Raggett,231.0
P. Klewin,182.0
G. Ţucudean,250.0
J. Ward,303.0
S. Jovanović,279.0
N. Schouterden,285.0
S. Wannenwetsch,273.0
R. Oxford,265.0
R. Gelmi,278.0
Elgezabal,223.0
C. Schorch,223.0
F. Migliore,279.0
M. Gilks,191.0
Renan Tojeiras,235.0
G. Miura,235.0
Juande,254.0
H. Rojas,268.0
Nuno Cedrim,274.0
F. Orlando,316.0
I. Henderson,266.0
L. Bostyn,168.0
L. Abergel,283.0
A. Zapata,295.0
M. Smith,243.0
N. Zimling,213.0
J. Bager,276.0
G. Masouras,312.0
G. Bourillon,154.0
A. D'Alberto,279.0
Lee Seok Hyun,279.0
W. Francis,285.0
B. Vătăjelu,315.0
M. Bani,232.0
N. Butzen,300.0
L. Ilić,291.0
E. Trejo,288.0
T. Eaves,230.0
D. Del Fabro,232.0
Pol García,240.0
F. Escobar,274.0
D. Agazzi,274.0
C. Cambon,238.0
A. Tembeng,232.0
A. Gomes,289.0
Estevãtinho,203.0
S. Lex,319.0
Bernabé,182.0
K. Matsubara,273.0
E. Purita,273.0
S. Guri,238.0
C. Albanis,251.0
F. Holthaus,280.0
L. da Silva Lopes,318.0
S. MacDonald,245.0
M. Reynolds,273.0
M. Janota,287.0
Piao Cheng,290.0
M. McNulty,294.0
Alan Schons,262.0
L. Heredia,279.0
T. Elliott,288.0
R. Lundström,303.0
S. Ganz,299.0
A. El Kaabi,259.0
P. Testroet,268.0
S. Benyamina,274.0
C. Sepúlveda,268.0
E. Assifuah,321.0
L. Robles,272.0
V. N'Simba,304.0
C. Handke,201.0
S. Córdova,279.0
K. Kratz,255.0
M. Lowe,285.0
Claude Gonçalves,263.0
D. Swanson,295.0
G. Trauner,253.0
Accioly,167.0
G. Iñíguez,272.0
D. Furlong,277.0
J. Larsson,302.0
Matheus Índio,292.0
Guarrotxena,295.0
D. McGowan,211.0
B. Sankoh,235.0
G. Evans,308.0
J. Gómez,266.0
A. Márquez,277.0
O. Čelůstka,250.0
F. Öztorun,270.0
C. Mafla,271.0
I. Ochoa,259.0
Lucas Fernandes,302.0
Fernando Andrade,244.0
T. Breukers,264.0
E. Salomonsson,303.0
A. Iacobucci,201.0
P. Izzo,201.0
M. Farrona Pulido,321.0
S. Diarra,274.0
Frederico Rendel,288.0
R. Tait,281.0
Y. Kurtuluş,246.0
M. Starke,278.0
J. Wilson,282.0
E. Tozlu,268.0
Javi Flores,277.0
R. Cereceda,275.0
E. Padella,228.0
J. Onguéné,258.0
B. Bahn,299.0
D. Prokop,304.0
N. Seufert,268.0
S. Lobjanidze,311.0
J. Miño,284.0
M. Ullmann,298.0
M. Mandorlini,259.0
C. Mahoney,274.0
J. Fortes,289.0
G. Mastinu,256.0
Alex Doneiro,268.0
Miguel Oliveira,147.0
J. von Haacke,246.0
Jang Yun Ho,252.0
F. Beijmo,290.0
D. Furman,267.0
Park Jong Woo,293.0
E. Lieftink,251.0
Diego Aguirre,299.0
Gustavo Pastinho,303.0
R. Manaj,248.0
F. Kadioglu,274.0
Alex López,258.0
D. Perkins,258.0
J. Bendik,168.0
Varela,287.0
Oriol Busquets,235.0
Pipa,256.0
Pardo,221.0
T. Lam,252.0
J. Rodon,219.0
Abel Ruiz,264.0
J. Attinella,190.0
A. Mendoza,275.0
P. Zinckernagel,320.0
E. Güral,255.0
Ko Seung Beom,274.0
E. Zhegrova,287.0
B. Baráth,276.0
E. Bakker,269.0
G. Kastaneer,300.0
R. Rubin,289.0
F. Altamirano,200.0
M. Wanitzek,296.0
H. Fujiharu,276.0
C. Colmán,275.0
K. Kuchaev,288.0
J. Shonga,272.0
S. Sararer,291.0
M. Grimes,257.0
G. Kamara,279.0
J. Salas,259.0
R. Perraud,276.0
G. Baldock,296.0
Y. Nakayama,283.0
P. Eler,258.0
Nano,274.0
X. Mlambo,267.0
O. Andrievskyi,252.0
A. Judge,254.0
E. Alvarado,227.0
Buatu,236.0
A. Czerwiński,286.0
V. Sarno,319.0
M. Pušić,268.0
E. Fryers,288.0
P. Caballero,177.0
A. El-Abd,188.0
K. Wojtkowski,287.0
T. Boss,197.0
J. Earl,278.0
S. Özkan,286.0
J. Murillo,315.0
S. Jaime,267.0
M. Bader,288.0
D. Arboleda,203.0
B. Merlini,322.0
M. Smith,293.0
M. Helik,252.0
J. Föhrenbach,261.0
K. Mizunuma,277.0
S. Jamieson,273.0
R. Grange,287.0
D. Nazarov,294.0
C. Robles,226.0
M. Akbaş,222.0
J. Eggestein,282.0
P. Bouby,244.0
V. Berisha,312.0
Sérgio Marakis,255.0
N. Rubio,299.0
Xande Silva,295.0
Claudio Silbeiro,281.0
S. Marzo,262.0
G. Villagra,213.0
Carlos Abad,191.0
M. Prévot,161.0
C. Maguire,277.0
F. Serrarens,274.0
K. Løkberg,278.0
S. Scherder,225.0
Venanzio Meirás,220.0
João Pedro,261.0
L. Duarte,245.0
Quintanilla,238.0
E. Carvajal,281.0
T. Fosu,319.0
L. Caicedo,275.0
Néstor Albiach,297.0
A. DeLaGarza,284.0
A. Durak,289.0
T. Haye,252.0
Jaílson,270.0
J. Steele,166.0
P. Vlachodimos,293.0
D. Bohar,301.0
H. Elhouni,295.0
O. Mihálik,289.0
L. Nestor,248.0
J. Thomassen,291.0
S. Lewerenz,297.0
V. Marchetti,269.0
G. Lódico,276.0
Leandro,290.0
R. Colclough,281.0
J. Ampuero,184.0
Dani Romera,303.0
C. Acuña,309.0
A. Radovanović,185.0
W. Moimbé-Tahrat,282.0
R. de Boer,165.0
N. Julan,240.0
T. Ebner,271.0
A. Vindheim,307.0
L. Acevedo,180.0
S. Zúñiga,277.0
T. Vlietinck,290.0
E. Friberg,212.0
A. Oshilaja,292.0
G. Herrera,274.0
J. Nyholm,297.0
D. Nishi,233.0
Nadjack,282.0
K. Broadfoot,147.0
K. Omori,267.0
K. Begois,216.0
Alemão,171.0
T. Asta-Buruaga,254.0
K. Azamoum,262.0
A. Mozo,299.0
A. Gilbey,290.0
S. Nagasawa,189.0
Jorge Fellipe,165.0
M. Rutten,260.0
Neris,208.0
Moon Chang Jin,287.0
J. Mena,249.0
C. Espinosa,226.0
A. Nkaka,275.0
Álvaro Tejero,287.0
F. Concas,318.0
A. Coșelev,135.0
D. Kolovos,264.0
Zhang Yuning,246.0
J. Perch,240.0
Rafael de Aseiro,188.0
I. Niane,295.0
J. Anibaba,257.0
Iñigo Muñoz,328.0
T. Sana,311.0
P. Papp,244.0
T. Tzandaris,272.0
K. Staude,281.0
A. Oumarou,301.0
Lee Bum Young,170.0
I. Kecojević,200.0
L. Cárdenas,167.0
L. López,264.0
A. Sedlar,227.0
A. Woodyard,290.0
I. Koné,254.0
J. Hernández,272.0
J. Espinoza,289.0
T. Hamed,249.0
L. Dvali,253.0
T. Ugajin,277.0
Abraham,281.0
G. Edwards,304.0
J. Zuluaga,291.0
A. Lundqvist,285.0
C. Wyke,259.0
B. Godeau,217.0
P. Mullins,243.0
T. Sekine,309.0
Zé Turbo,295.0
I. Franjić,270.0
M. Boxall,236.0
J. Schoop,292.0
C. Traoré,283.0
J. Williams,239.0
A. Jackson,231.0
L. Povea,278.0
S. Ngom,280.0
Adaílton,297.0
A. Bell,290.0
B. Galloway,283.0
F. Bravo,240.0
Rubén Yáñez,202.0
H. Belkebla,251.0
Y. Mutō,284.0
P. Frattali,212.0
Yu Dabao,278.0
C. Noone,302.0
D. Kempe,264.0
J. Thomsen,256.0
Derik,274.0
N. Lomb,187.0
S. Traut,272.0
J. Ryan,274.0
J. Morris,288.0
S. Goss,260.0
S. Aytaç,272.0
K. Miyoshi,328.0
J. Opoku,271.0
S. Sutter,264.0
R. Vloet,250.0
I. Depe,296.0
S. Campo,283.0
G. Gotti,257.0
Zhao Mingjian,277.0
V. Rennella,247.0
Nacho,272.0
Ícaro,252.0
A. Crawford,281.0
A. Ajeti,265.0
I. Vetokele,326.0
B. Aloé,194.0
B. Véjar,305.0
M. Al Kuwaykibi,328.0
Z. Ismail,313.0
A. Fletcher,286.0
A. Martinelli,262.0
K. Henry,214.0
L. Guwara,280.0
Sancet,280.0
Mandi,250.0
M. Sarr,176.0
S. Hefti,275.0
C. Monschein,298.0
L. Belingheri,279.0
M. Lovera,292.0
J. Nerwinski,295.0
M. Turner,154.0
Cesinha,273.0
M. Escudero,232.0
J. Rivas,166.0
S. Szymański,308.0
E. Kılınç,283.0
Jon Erice,229.0
F. Sears,306.0
Kang Min Soo,254.0
P. Lienhart,231.0
T. Miller,158.0
R. Fennell,271.0
M. Ibáñez,194.0
A. Arrighini,263.0
J. Cádiz,216.0
L. Kozák,196.0
T. Hoban,212.0
B. Romero,317.0
G. Togni,296.0
R. Perticone,243.0
K. Kitagawa,291.0
G. Tello,301.0
I. Pallas,234.0
B. Carvallo,287.0
J. Hesketh,267.0
J. Clément,208.0
C. Songkrasin,317.0
Quim Araujo,211.0
K. Hause,242.0
D. Quiñónes,316.0
T. Wachsmuth,248.0
J. Harvey,259.0
Hwang Ki Wook,235.0
K. Pusch,277.0
K. Ota,277.0
M. Mouandilmadji,279.0
J. McCarthy,276.0
André Bahia,207.0
B. Kopplin,292.0
S. Contessa,289.0
J. Löhmannsröben,222.0
T. Rowe,290.0
M. Răduţ,296.0
M. Hamdaoui,278.0
I. Bandalovski,279.0
D. Bamba,314.0
H. Berríos,258.0
M. El Allouchi,273.0
M. Barreto,299.0
F. Tardieu,249.0
A. Barbaro,276.0
C. Verdonk,268.0
A. Blondell,258.0
Eddy Silvestre,275.0
Z. MacMath,172.0
M. Sao,335.0
T. Bingöl,280.0
M. Busch,294.0
T. Cantwell,268.0
Xiao Zhi,268.0
B. Smith,294.0
E. Suagher,233.0
C. Flórez,265.0
T. Ebuehi,305.0
Kaio Aldair,287.0
I. Groothuizen,139.0
Provencio,259.0
Jairo Morillas,267.0
M. Al Fatil,222.0
T. Deng,282.0
D. Lamkel Zé,277.0
V. Luchkevych,281.0
J. Edmundsson,289.0
G. Long,159.0
J. Radošević,241.0
M. Pennington,230.0
Z. Ondrášek,264.0
C. Remmer,278.0
L. Slagveer,324.0
F. Lewis,312.0
M. Rivoredo,261.0
J. Vásquez,261.0
M. Svilar,253.0
J. Jeggo,269.0
G. Navarrete,280.0
Alemão,252.0
Y. Coulibaly,298.0
F. Saavedra,238.0
R. Framberger,269.0
J. Vargas,300.0
S. Aluko,305.0
M. Power,246.0
S. Pasa,231.0
F. Valot,274.0
J. Kalla,268.0
S. Chhetri,283.0
Bicho,247.0
M. Parensen,262.0
R. Manning,271.0
Rodri Tarín,268.0
A. Mbekile,247.0
R. Arias,233.0
S. Singh,286.0
L. Schweers,221.0
H. Hansson,290.0
J. Whatmough,265.0
H. Cummings,223.0
T. Kløve,303.0
E. Mosquera,258.0
G. Di Chiara,267.0
João Silva,253.0
N. Solís,318.0
J. Monreal,245.0
W. Cartagena,279.0
G. Itter,265.0
Bruno Costa,273.0
D. Dervite,188.0
Lee Jong Sung,240.0
E. Palomino,333.0
R. Lindkvist,318.0
V. Kostevych,303.0
D. Rowe,312.0
Diego Maurício,313.0
M. Guidone,242.0
B. Jones,250.0
S. Ishizaki,262.0
B. van Hintum,250.0
E. Brítez,270.0
S. Aresti,199.0
W. Pacheco,312.0
K. Fisker,284.0
P. Förster,260.0
T. Rogne,197.0
B. Rymaniak,252.0
R. McGowan,251.0
D. Bingham,182.0
S. Bradley,224.0
Tiago Gomes,263.0
D. Marsura,315.0
S. Zurbriggen,262.0
N. Valentini,203.0
S. Field,242.0
C. Seitz,194.0
A. Winter,295.0
L. Azouni,273.0
K. Larsen,249.0
J. Coppinger,240.0
L. Feeney,298.0
K. Cissé,303.0
H. Martínez,211.0
C. Townsend,268.0
L. Delgado,211.0
F. Heerkens,225.0
T. Dierckx,299.0
L. Rolón,296.0
J. De la Cuesta,225.0
J. Martínez,281.0
J. Spearing,276.0
J. Edwards,293.0
J. Gonzalez,180.0
K. Karami,288.0
N. Lozano,257.0
L. Camp,204.0
L. Hyam,293.0
O. Vásquez,278.0
M. Polster,223.0
Ribamar,293.0
R. Sandoval,289.0
Gonzalo Verdú,244.0
A. Halliday,277.0
T. Casasola,254.0
J. Stojanović,231.0
J. Burić,179.0
H. Stengel,257.0
Paolo Fernandes,292.0
Rufo,268.0
T. Hysén,276.0
Yun Suk Young,289.0
J. Forster-Caskey,288.0
N. Palacios,221.0
Jhonnattann,317.0
D. Efremov,285.0
B. San Juan,263.0
R. Henry,333.0
B. Baningime,232.0
Zhao Xuri,208.0
K. Luijckx,241.0
Tiago Caeiro,182.0
S. Moreo,257.0
L. Maciel,270.0
M. Gibbs-White,256.0
Ibson Melo,291.0
D. De Silva,288.0
N. Hagglund,210.0
G. Gutiérrez,268.0
D. Nikolaou,216.0
J. Valencia,317.0
K. Nagasawa,289.0
I. Yagan,276.0
A. Bruce,200.0
M. Bokadi,216.0
Cleylton,166.0
Ilsinho,263.0
G. Moncini,275.0
M. Jarvis,277.0
F. Carvalho,235.0
Iban Salvador,299.0
Ricardo Machado,226.0
M. Vigorito,205.0
S. Gallucci,260.0
F. Manzano,261.0
B. Sweat,268.0
V. Rodić,308.0
M. El Hankouri,291.0
M. Figueroa,247.0
Hicham,291.0
M. Čovilo,205.0
G. Hamer,268.0
P. Kammerbauer,298.0
N. Ramos,117.0
A. Grant,274.0
M. Gómez,303.0
Javi Sánchez,223.0
L. Brattan,267.0
H. Jimenez,284.0
V. Vermeij,245.0
S. Muroya,288.0
P. Michorl,244.0
F. N'Goma,291.0
M. Lekven,286.0
R. Tafazolli,239.0
F. Telechea,255.0
J. Hergault,255.0
T. Loska,170.0
L. Geminiani,279.0
G. Arteaga,262.0
C. Del Grosso,286.0
D. Srbeny,270.0
R. Meara,191.0
E. Acolatse,292.0
M. Garrido,272.0
C. Burke,294.0
B. Vides,276.0
L. Comas,318.0
Benito,263.0
J. Martinez,287.0
Fali,226.0
Chus Herrero,227.0
Kim Oh Gyu,280.0
U. Rivas,256.0
C. Lizarazo,314.0
D. Braaten,264.0
Lazo,289.0
L. Mago,271.0
A. Bannink,233.0
S. Wootton,213.0
H. Mojica,318.0
T. McNamara,253.0
Kwak Tae Hwi,178.0
C. Martins Pereira,218.0
O. Bogle,255.0
N. Devlin,302.0
M. Marras,287.0
B. Godfrey,268.0
D. de Wit,259.0
José Carlos,194.0
M. Sordell,301.0
S. Carrasco,217.0
M. Gelabert,233.0
H. Watanabe,201.0
K. Rodrigues Pires,266.0
B. Manuel,291.0
Álex López,257.0
L. Cabezas,252.0
A. Bussaglia,304.0
L. Copete,235.0
M. Crimi,291.0
D. Toia,278.0
D. Bakker,251.0
Lucas,193.0
Neto Borges,283.0
D. Frare,213.0
C. Rivas,289.0
B. Straalman,222.0
T. Chalobah,256.0
K. Jóźwiak,312.0
U. Bangura,284.0
P. Strand,320.0
F. Ahmadzadeh,295.0
K. Engel,262.0
A. Straith,235.0
Y. Rivera,323.0
K. Opseth,246.0
J. Naismith,278.0
Evander,260.0
Íñigo López,178.0
E. Correa,274.0
M. Steinmann,220.0
Y. Toyoda,223.0
E. Atuesta,272.0
A. Abeid,284.0
P. Barrios,269.0
H. Pertuz,227.0
F. Strauss,175.0
R. Schwartz,264.0
F. Moyano,251.0
C. Kum,255.0
M. Albertazzi,254.0
B. Santalab,252.0
F. Nordkvelle,273.0
David Haro,305.0
Jadson,250.0
João Gabriel,208.0
J. Villarreal,291.0
T. Thompson,284.0
Reinildo,288.0
Z. Flemming,263.0
A. Forde,282.0
F. Olinga,297.0
Gaspar,241.0
H. Okuno,277.0
Y. Takahashi,249.0
M. Mirić,209.0
K. Vassell,288.0
Rafa Páez,165.0
D. Dianessy,299.0
R. McGree,290.0
J. Goossens,216.0
G. Acosta,311.0
M. Ihiekwe,261.0
J. Wildsmith,169.0
R. Burke,250.0
N. Larsen,169.0
A. Al Ghamdi,289.0
Manu García,177.0
J. Keita,327.0
D. Adorni,263.0
C. Gutiérrez,283.0
Ha Chang Rae,226.0
S. Kiyine,274.0
E. Eze,275.0
M. Ødegaard,238.0
V. Ranković,288.0
Pedro Chirivella,267.0
A. Al Obaid,293.0
B. Gimber,245.0
Theo Ryuki,274.0
Miranda,256.0
B. Inman,300.0
Aridai,314.0
C. Lenz,271.0
Sun Jie,205.0
B. Rovira,245.0
R. Pirrello,229.0
G. Vlijter,303.0
Álex Díez,269.0
N. Dumitru,308.0
K. Al Ghamdi,314.0
M. Boyle,317.0
D. Saddiki,241.0
S. Franklin,274.0
S. Ingelsson,259.0
Josimar Feijoo,271.0
S. Diaz,245.0
Manu Vallejo,267.0
Lee Sang Ho,318.0
F. Kurto,237.0
A. Witry,281.0
L. Varney,274.0
Valverde,287.0
H. Taniguchi,233.0
J. Blåbjerg,273.0
J. Emmanuel,286.0
N. Gauna,259.0
P. Kovář,171.0
F. Holst,293.0
B. Barker,317.0
L. Trotter,245.0
F. Narsingh,301.0
D. Gustavsson,323.0
C. Dajome,288.0
M. Trapp,217.0
A. Mintzel,242.0
M. Piossek,279.0
Borja Granero,247.0
Son Jeong Hyeon,187.0
Kim Sung Ju,254.0
C. Dieng,291.0
L. Sinisterra,313.0
M. Cabit,270.0
O. Wijndal,316.0
N. Vujadinović,196.0
M. Delač,154.0
D. Herner,165.0
M. Hilßner,273.0
Beto da Silva,277.0
Bastos,282.0
D. Jastrzembski,289.0
F. Farnolle,177.0
M. Lorenz,280.0
K. Kallaste,290.0
N. Opoku,253.0
S. Ağçay,226.0
M. Wassey,257.0
P. Micin,254.0
M. Crépeau,185.0
J. Helmer,283.0
C. Doudin,248.0
M. Mak,316.0
S. Sharahili,285.0
N. Datković,217.0
E. Lancini,248.0
Jailson Acuna,109.0
P. Pawlett,316.0
J. Hardeveld,250.0
J. Kliment,274.0
R. Goreux,268.0
C. Vargas,261.0
A. Fuenmayor,250.0
R. Åhman Persson,179.0
M. Slavov,240.0
Lee Chan Dong,254.0
D. Szymański,267.0
S. Stolze,292.0
B. Tekpetey,302.0
F. El Mellali,260.0
M. Doughty,261.0
M. Szczepaniak,277.0
A. Martínez,267.0
T. Teniste,287.0
G. Korte,303.0
B. Alnwick,199.0
D. Acosta,271.0
B. Manu,332.0
Jin Seong Wook,282.0
S. Akasaki,268.0
S. N'Guessan,264.0
A. Angoula,203.0
K. Pedersen,231.0
J. Brayford,274.0
S. Suciu,257.0
M. Ricci,286.0
Morillas,265.0
K. Andersen,252.0
F. Varela,273.0
Júnior Negão,262.0
F. Casarini,306.0
J. Omolo,256.0
C. Chapman,225.0
Rúben Oliveira,282.0
S. Lizana,287.0
K. Hidalgo,253.0
J. Mackie,273.0
Han Seung Gyu,289.0
Narcisso Mau,242.0
L. Reis,278.0
C. Gomes,288.0
L. Angulo,264.0
E. Domaschke,180.0
M. Nizam,264.0
B. Halloran,312.0
P. Möschl,313.0
M. Milec,291.0
F. Bambock,242.0
S. Vasiliadis,290.0
Rui Silva,273.0
T. van de Looi,248.0
M. Orozco,248.0
M. N'Doye,248.0
E. Sarraj,265.0
Fabio,225.0
J. Graham,286.0
E. Farias,222.0
Mica Pinto,276.0
J. Tanaka,265.0
B. Whiteman,276.0
Nazario Serpe,234.0
I. Arce,137.0
R. Hollingshead,241.0
Botelhinonsa,232.0
Lim Chan Wool,285.0
Joca,284.0
J. Sandoval,272.0
B. Knežević,264.0
Y. Anchico,289.0
F. Del Sole,267.0
Dálcio,305.0
F. Cosenza,191.0
P. Daka,299.0
O. Ribera,261.0
V. Andriuškevičius,250.0
R. Clark,254.0
M. Angha,266.0
J. Dasilva,300.0
M. Bär,269.0
J. Mora,293.0
G. Rodríguez,276.0
F. Diarra,294.0
K. Igboananike,328.0
S. Horvath,295.0
J. Levi,276.0
D. Cole,323.0
M. Hallberg,274.0
Carlos Blanco,178.0
R. Guerra,242.0
S. Scannell,296.0
J. Marquis,263.0
Park Gi Dong,233.0
N. Jackers,197.0
M. Schröter,299.0
L. Broź,249.0
J. Dodoo,285.0
C. Ronan,270.0
Edenildo Lagoas,243.0
S. Freis,274.0
E. Diaw,285.0
E. Owusu,267.0
L. Vácha,264.0
L. Hutten,269.0
M. Dittgen,293.0
Park Han Bin,216.0
R. Matsuda,307.0
D. Frick,240.0
Chuca,252.0
A. Lamas,179.0
A. Grant,195.0
Hwang Seok Ho,195.0
G. Berthier,267.0
F. Depaoli,277.0
E. Godoy,240.0
N. Dorsch,273.0
M. Massop,245.0
D. Blacha,290.0
A. Angulo,329.0
R. Niemeijer,269.0
M. Melluso,295.0
Kim Ho Nam,294.0
L. Cabrera,242.0
P. Dziczek,251.0
L. Badiashile,176.0
H. Shipp,253.0
O. Cissokho,276.0
Ricardinho,279.0
P. Tomasik,273.0
T. Leugers,268.0
T. Wada,258.0
A. Beghetto,275.0
M. Inoha,241.0
D. Cappelletti,256.0
D. Murillo,283.0
D. Blanco,296.0
G. Kobel,143.0
J. Bøge,262.0
B. Valette,168.0
S. Davies,219.0
F. Proia,267.0
O. Kiteishvili,281.0
C. Forrester,290.0
D. Balanta,237.0
L. Montipó,191.0
J. Tverskov,231.0
D. Barinov,258.0
M. Hughes,175.0
S. Brandstetter,277.0
R. Seuntjens,188.0
D. Samuel,271.0
E. Palmer-Brown,265.0
Y. González,282.0
D. van Bruggen,249.0
G. Pacheco,285.0
P. Ochs,278.0
Miguelón,261.0
J. Horn,254.0
E. Boldewijn,316.0
Stéfano Pinho,293.0
P. Bochniewicz,166.0
E. Caicedo,219.0
P. Sisniega,192.0
F. Wadja,263.0
A. Al Faraj,283.0
